Protein.Group	Protein.Ids	Genes	Run	Precursor.Normalised
Zm00001d018504	Zm00001d018504		B73_TMT1_1	0.0
Zm00001d018506	Zm00001d018506		B73_TMT1_1	0.084743
Zm00001d018507	Zm00001d018507		B73_TMT1_1	0.053076
Zm00001d018512	Zm00001d018512		B73_TMT1_1	0.078184
Zm00001d018514	Zm00001d018514		B73_TMT1_1	0.081136
Zm00001d018515	Zm00001d018515		B73_TMT1_1	0.0
Zm00001d018516	Zm00001d018516		B73_TMT1_1	0.04299
Zm00001d018517	Zm00001d018517		B73_TMT1_1	0.073222
Zm00001d018522	Zm00001d018522		B73_TMT1_1	0.073138
Zm00001d018523	Zm00001d018523		B73_TMT1_1	0.077359
Zm00001d018525	Zm00001d018525		B73_TMT1_1	0.077241
Zm00001d018526	Zm00001d018526		B73_TMT1_1	0.081624
Zm00001d018529	Zm00001d018529		B73_TMT1_1	0.098113
Zm00001d018531	Zm00001d018531		B73_TMT1_1	0.068902
Zm00001d018534	Zm00001d018534		B73_TMT1_1	0.077896
Zm00001d018535	Zm00001d018535		B73_TMT1_1	0.072849
Zm00001d018541	Zm00001d018541		B73_TMT1_1	0.056263
Zm00001d018544	Zm00001d018544		B73_TMT1_1	0.053208
Zm00001d018545	Zm00001d018545		B73_TMT1_1	0.071887
Zm00001d018548	Zm00001d018548		B73_TMT1_1	0.062475
Zm00001d018552	Zm00001d018552		B73_TMT1_1	0.0
Zm00001d018555	Zm00001d018555		B73_TMT1_1	0.0737
Zm00001d018560	Zm00001d018560		B73_TMT1_1	0.058182
Zm00001d018562	Zm00001d018562		B73_TMT1_1	0.065957
Zm00001d018565	Zm00001d018565		B73_TMT1_1	0.062975
Zm00001d018567	Zm00001d018567		B73_TMT1_1	0.077856
Zm00001d018570	Zm00001d018570		B73_TMT1_1	0.0
Zm00001d018574	Zm00001d018574		B73_TMT1_1	0.034545
Zm00001d018575	Zm00001d018575		B73_TMT1_1	0.058017
Zm00001d018579	Zm00001d018579		B73_TMT1_1	0.073095
Zm00001d018610	Zm00001d018610		B73_TMT1_1	0.0
Zm00001d018613	Zm00001d018613		B73_TMT1_1	0.0
Zm00001d018614	Zm00001d018614		B73_TMT1_1	0.0
Zm00001d018616	Zm00001d018616		B73_TMT1_1	0.07366
Zm00001d018618	Zm00001d018618		B73_TMT1_1	0.066617
Zm00001d018619	Zm00001d018619		B73_TMT1_1	0.086258
Zm00001d018620	Zm00001d018620		B73_TMT1_1	0.11862
Zm00001d018621	Zm00001d018621		B73_TMT1_1	0.23289
Zm00001d018623	Zm00001d018623		B73_TMT1_1	0.021328
Zm00001d018624	Zm00001d018624		B73_TMT1_1	0.0
Zm00001d018627	Zm00001d018627		B73_TMT1_1	0.092805
Zm00001d018629	Zm00001d018629		B73_TMT1_1	0.05577
Zm00001d018631	Zm00001d018631		B73_TMT1_1	0.07139
Zm00001d018633	Zm00001d018633		B73_TMT1_1	0.076185
Zm00001d018634	Zm00001d018634		B73_TMT1_1	0.050196
Zm00001d018639	Zm00001d018639		B73_TMT1_1	0.047444
Zm00001d018641	Zm00001d018641		B73_TMT1_1	0.070314
Zm00001d018649	Zm00001d018649		B73_TMT1_1	0.0
Zm00001d018653	Zm00001d018653		B73_TMT1_1	0.074014
Zm00001d018657	Zm00001d018657		B73_TMT1_1	0.058853
Zm00001d018659	Zm00001d018659		B73_TMT1_1	0.0
Zm00001d018660	Zm00001d018660		B73_TMT1_1	0.031798
Zm00001d018668	Zm00001d018668		B73_TMT1_1	0.067598
Zm00001d018669	Zm00001d018669		B73_TMT1_1	0.071646
Zm00001d018683	Zm00001d018683		B73_TMT1_1	0.0
Zm00001d018693	Zm00001d018693		B73_TMT1_1	0.045486
Zm00001d018694	Zm00001d018694		B73_TMT1_1	0.0
Zm00001d018696	Zm00001d018696		B73_TMT1_1	0.075361
Zm00001d018718	Zm00001d018718		B73_TMT1_1	0.054056
Zm00001d018724	Zm00001d018724		B73_TMT1_1	0.076871
Zm00001d018730	Zm00001d018730		B73_TMT1_1	0.071024
Zm00001d018734	Zm00001d018734		B73_TMT1_1	0.043781
Zm00001d018737	Zm00001d018737		B73_TMT1_1	0.066733
Zm00001d018738	Zm00001d018738		B73_TMT1_1	0.046198
Zm00001d018742	Zm00001d018742		B73_TMT1_1	0.0
Zm00001d018751	Zm00001d018751		B73_TMT1_1	0.0
Zm00001d018752	Zm00001d018752		B73_TMT1_1	0.051421
Zm00001d018755	Zm00001d018755		B73_TMT1_1	0.073494
Zm00001d018758	Zm00001d018758		B73_TMT1_1	0.11834
Zm00001d018770	Zm00001d018770		B73_TMT1_1	0.08315
Zm00001d018779	Zm00001d018779		B73_TMT1_1	0.033456
Zm00001d018781	Zm00001d018781		B73_TMT1_1	0.051499
Zm00001d018787	Zm00001d018787		B73_TMT1_1	0.076176
Zm00001d018789	Zm00001d018789		B73_TMT1_1	0.0
Zm00001d018790	Zm00001d018790		B73_TMT1_1	0.065665
Zm00001d018791	Zm00001d018791		B73_TMT1_1	0.069821
Zm00001d018794	Zm00001d018794		B73_TMT1_1	0.074872
Zm00001d018795	Zm00001d018795		B73_TMT1_1	0.065944
Zm00001d018797	Zm00001d018797		B73_TMT1_1	0.02263
Zm00001d018798	Zm00001d018798		B73_TMT1_1	0.073514
Zm00001d018799	Zm00001d018799		B73_TMT1_1	0.0
Zm00001d018803	Zm00001d018803		B73_TMT1_1	0.055598
Zm00001d018804	Zm00001d018804		B73_TMT1_1	0.082338
Zm00001d018809	Zm00001d018809		B73_TMT1_1	0.15482
Zm00001d018810	Zm00001d018810		B73_TMT1_1	0.051154
Zm00001d018820	Zm00001d018820		B73_TMT1_1	0.088755
Zm00001d018821	Zm00001d018821		B73_TMT1_1	0.042804
Zm00001d018826	Zm00001d018826		B73_TMT1_1	0.074156
Zm00001d018827	Zm00001d018827		B73_TMT1_1	0.0
Zm00001d018829	Zm00001d018829		B73_TMT1_1	0.0774
Zm00001d018831	Zm00001d018831		B73_TMT1_1	0.0
Zm00001d018838	Zm00001d018838		B73_TMT1_1	0.055428
Zm00001d018839	Zm00001d018839		B73_TMT1_1	0.048221
Zm00001d018842	Zm00001d018842		B73_TMT1_1	0.067138
Zm00001d018848	Zm00001d018848		B73_TMT1_1	0.067421
Zm00001d018854	Zm00001d018854		B73_TMT1_1	0.0
Zm00001d018855	Zm00001d018855		B73_TMT1_1	0.0
Zm00001d018857	Zm00001d018857		B73_TMT1_1	0.085862
Zm00001d018859	Zm00001d018859		B73_TMT1_1	0.06001
Zm00001d018863	Zm00001d018863		B73_TMT1_1	0.074687
Zm00001d018864	Zm00001d018864		B73_TMT1_1	0.065703
Zm00001d018867	Zm00001d018867		B73_TMT1_1	0.083926
Zm00001d018868	Zm00001d018868		B73_TMT1_1	0.04445
Zm00001d018869	Zm00001d018869		B73_TMT1_1	0.0
Zm00001d018870	Zm00001d018870		B73_TMT1_1	0.055954
Zm00001d018871	Zm00001d018871		B73_TMT1_1	0.0
Zm00001d018873	Zm00001d018873		B73_TMT1_1	0.075578
Zm00001d018882	Zm00001d018882		B73_TMT1_1	0.063645
Zm00001d018883	Zm00001d018883		B73_TMT1_1	0.053583
Zm00001d018887	Zm00001d018887		B73_TMT1_1	0.055802
Zm00001d018891	Zm00001d018891		B73_TMT1_1	0.052129
Zm00001d018896	Zm00001d018896		B73_TMT1_1	0.069578
Zm00001d018901	Zm00001d018901		B73_TMT1_1	0.033685
Zm00001d018902	Zm00001d018902		B73_TMT1_1	0.074378
Zm00001d018903	Zm00001d018903		B73_TMT1_1	0.067255
Zm00001d018904	Zm00001d018904		B73_TMT1_1	0.056578
Zm00001d018908	Zm00001d018908		B73_TMT1_1	0.0
Zm00001d018911	Zm00001d018911		B73_TMT1_1	0.026207
Zm00001d018912	Zm00001d018912		B73_TMT1_1	0.058662
Zm00001d018936	Zm00001d018936		B73_TMT1_1	0.046681
Zm00001d018937	Zm00001d018937		B73_TMT1_1	0.065643
Zm00001d018941	Zm00001d018941		B73_TMT1_1	0.012032
Zm00001d018944	Zm00001d018944		B73_TMT1_1	0.063243
Zm00001d018946	Zm00001d018946		B73_TMT1_1	0.084511
Zm00001d018954	Zm00001d018954		B73_TMT1_1	0.058472
Zm00001d018957	Zm00001d018957		B73_TMT1_1	0.077912
Zm00001d018959	Zm00001d018959		B73_TMT1_1	0.073863
Zm00001d018961	Zm00001d018961		B73_TMT1_1	0.068878
Zm00001d018965	Zm00001d018965		B73_TMT1_1	0.090933
Zm00001d018966	Zm00001d018966		B73_TMT1_1	0.11991
Zm00001d018969	Zm00001d018969		B73_TMT1_1	0.064321
Zm00001d018971	Zm00001d018971		B73_TMT1_1	0.074554
Zm00001d018976	Zm00001d018976		B73_TMT1_1	0.0
Zm00001d018977	Zm00001d018977		B73_TMT1_1	0.071465
Zm00001d018979	Zm00001d018979		B73_TMT1_1	0.073204
Zm00001d018981	Zm00001d018981		B73_TMT1_1	0.040716
Zm00001d019034	Zm00001d019034		B73_TMT1_1	0.084065
Zm00001d019035	Zm00001d019035		B73_TMT1_1	0.02775
Zm00001d019039	Zm00001d019039		B73_TMT1_1	0.057286
Zm00001d019040	Zm00001d019040		B73_TMT1_1	0.047615
Zm00001d019041	Zm00001d019041		B73_TMT1_1	0.068913
Zm00001d019045	Zm00001d019045		B73_TMT1_1	0.040487
Zm00001d019048	Zm00001d019048		B73_TMT1_1	0.083781
Zm00001d019052	Zm00001d019052		B73_TMT1_1	0.041353
Zm00001d019054	Zm00001d019054		B73_TMT1_1	0.097106
Zm00001d019057	Zm00001d019057		B73_TMT1_1	0.0
Zm00001d019059	Zm00001d019059		B73_TMT1_1	0.045703
Zm00001d019060	Zm00001d019060		B73_TMT1_1	0.10079
Zm00001d019062	Zm00001d019062		B73_TMT1_1	0.064117
Zm00001d019075	Zm00001d019075		B73_TMT1_1	0.069303
Zm00001d019078	Zm00001d019078		B73_TMT1_1	0.11287
Zm00001d019079	Zm00001d019079		B73_TMT1_1	0.051609
Zm00001d019084	Zm00001d019084		B73_TMT1_1	0.0
Zm00001d019086	Zm00001d019086		B73_TMT1_1	0.10166
Zm00001d019089	Zm00001d019089		B73_TMT1_1	0.10049
Zm00001d019100	Zm00001d019100		B73_TMT1_1	0.070448
Zm00001d019104	Zm00001d019104		B73_TMT1_1	0.067249
Zm00001d019106	Zm00001d019106		B73_TMT1_1	0.07444
Zm00001d019108	Zm00001d019108		B73_TMT1_1	0.070581
Zm00001d019115	Zm00001d019115		B73_TMT1_1	0.0
Zm00001d019117	Zm00001d019117		B73_TMT1_1	0.049242
Zm00001d019123	Zm00001d019123		B73_TMT1_1	0.084203
Zm00001d019124	Zm00001d019124		B73_TMT1_1	0.050482
Zm00001d019130	Zm00001d019130		B73_TMT1_1	0.057256
Zm00001d019139	Zm00001d019139		B73_TMT1_1	0.066846
Zm00001d019145	Zm00001d019145		B73_TMT1_1	0.0
Zm00001d019147	Zm00001d019147		B73_TMT1_1	0.080104
Zm00001d019149	Zm00001d019149		B73_TMT1_1	0.081907
Zm00001d019150	Zm00001d019150		B73_TMT1_1	0.04893
Zm00001d019155	Zm00001d019155		B73_TMT1_1	0.029387
Zm00001d019163	Zm00001d019163		B73_TMT1_1	0.12043
Zm00001d019164	Zm00001d019164		B73_TMT1_1	0.070992
Zm00001d019165	Zm00001d019165		B73_TMT1_1	0.068599
Zm00001d019169	Zm00001d019169		B73_TMT1_1	0.070529
Zm00001d019172	Zm00001d019172		B73_TMT1_1	0.073011
Zm00001d019173	Zm00001d019173		B73_TMT1_1	0.058248
Zm00001d019177	Zm00001d019177		B73_TMT1_1	0.040868
Zm00001d019180	Zm00001d019180		B73_TMT1_1	0.047599
Zm00001d019182	Zm00001d019182		B73_TMT1_1	0.082157
Zm00001d019186	Zm00001d019186		B73_TMT1_1	0.069725
Zm00001d019188	Zm00001d019188		B73_TMT1_1	0.0
Zm00001d019192	Zm00001d019192		B73_TMT1_1	0.060293
Zm00001d019195	Zm00001d019195		B73_TMT1_1	0.062625
Zm00001d019200	Zm00001d019200		B73_TMT1_1	0.078248
Zm00001d019215	Zm00001d019215		B73_TMT1_1	0.0511
Zm00001d019217	Zm00001d019217		B73_TMT1_1	0.05373
Zm00001d019221	Zm00001d019221		B73_TMT1_1	0.067515
Zm00001d019233	Zm00001d019233		B73_TMT1_1	0.078099
Zm00001d019234	Zm00001d019234		B73_TMT1_1	0.038245
Zm00001d019236	Zm00001d019236		B73_TMT1_1	0.0
Zm00001d019243	Zm00001d019243		B73_TMT1_1	0.025797
Zm00001d019246	Zm00001d019246		B73_TMT1_1	0.051224
Zm00001d019249	Zm00001d019249		B73_TMT1_1	0.059689
Zm00001d019259	Zm00001d019259		B73_TMT1_1	0.0
Zm00001d019256	Zm00001d019256		B73_TMT1_1	0.10541
Zm00001d019258	Zm00001d019258		B73_TMT1_1	0.0
Zm00001d019262	Zm00001d019262		B73_TMT1_1	0.088715
Zm00001d019263	Zm00001d019263		B73_TMT1_1	0.03632
Zm00001d019265	Zm00001d019265		B73_TMT1_1	0.049697
Zm00001d019266	Zm00001d019266		B73_TMT1_1	0.075093
Zm00001d019277	Zm00001d019277		B73_TMT1_1	0.028723
Zm00001d019279	Zm00001d019279		B73_TMT1_1	0.0
Zm00001d019280	Zm00001d019280		B73_TMT1_1	0.19637
Zm00001d019282	Zm00001d019282		B73_TMT1_1	0.055713
Zm00001d019283	Zm00001d019283		B73_TMT1_1	0.057764
Zm00001d019287	Zm00001d019287		B73_TMT1_1	0.086098
Zm00001d019290	Zm00001d019290		B73_TMT1_1	0.0
Zm00001d019291	Zm00001d019291		B73_TMT1_1	0.018277
Zm00001d019297	Zm00001d019297		B73_TMT1_1	0.0
Zm00001d019299	Zm00001d019299		B73_TMT1_1	0.084849
Zm00001d019303	Zm00001d019303		B73_TMT1_1	0.0
Zm00001d019304	Zm00001d019304		B73_TMT1_1	0.0
Zm00001d019306	Zm00001d019306		B73_TMT1_1	0.063616
Zm00001d019311	Zm00001d019311		B73_TMT1_1	0.059597
Zm00001d019312	Zm00001d019312		B73_TMT1_1	0.10329
Zm00001d019317	Zm00001d019317		B73_TMT1_1	0.09352
Zm00001d019343	Zm00001d019343		B73_TMT1_1	0.035082
Zm00001d019345	Zm00001d019345		B73_TMT1_1	0.080483
Zm00001d019356	Zm00001d019356		B73_TMT1_1	0.0
Zm00001d019358	Zm00001d019358		B73_TMT1_1	0.10547
Zm00001d019371	Zm00001d019371		B73_TMT1_1	0.053746
Zm00001d019376	Zm00001d019376		B73_TMT1_1	0.049912
Zm00001d019397	Zm00001d019397		B73_TMT1_1	0.040021
Zm00001d019404	Zm00001d019404		B73_TMT1_1	0.076339
Zm00001d019414	Zm00001d019414		B73_TMT1_1	0.07254
Zm00001d019415	Zm00001d019415		B73_TMT1_1	0.085689
Zm00001d019422	Zm00001d019422		B73_TMT1_1	0.0
Zm00001d019423	Zm00001d019423		B73_TMT1_1	0.055187
Zm00001d019426	Zm00001d019426		B73_TMT1_1	0.074742
Zm00001d019432	Zm00001d019432		B73_TMT1_1	0.0
Zm00001d019434	Zm00001d019434		B73_TMT1_1	0.0
Zm00001d019439	Zm00001d019439		B73_TMT1_1	0.079693
Zm00001d019446	Zm00001d019446		B73_TMT1_1	0.036921
Zm00001d019449	Zm00001d019449		B73_TMT1_1	0.082996
Zm00001d019450	Zm00001d019450		B73_TMT1_1	0.065364
Zm00001d019454	Zm00001d019454		B73_TMT1_1	0.042782
Zm00001d019457	Zm00001d019457		B73_TMT1_1	0.16876
Zm00001d019467	Zm00001d019467		B73_TMT1_1	0.07737
Zm00001d019472	Zm00001d019472		B73_TMT1_1	0.06692
Zm00001d019473	Zm00001d019473		B73_TMT1_1	0.073068
Zm00001d019478	Zm00001d019478		B73_TMT1_1	0.081016
Zm00001d019479	Zm00001d019479		B73_TMT1_1	0.038528
Zm00001d019481	Zm00001d019481		B73_TMT1_1	0.066295
Zm00001d019486	Zm00001d019486		B73_TMT1_1	0.067495
Zm00001d019492	Zm00001d019492		B73_TMT1_1	0.080265
Zm00001d019495	Zm00001d019495		B73_TMT1_1	0.06788
Zm00001d019497	Zm00001d019497		B73_TMT1_1	0.0
Zm00001d019501	Zm00001d019501		B73_TMT1_1	0.051599
Zm00001d019505	Zm00001d019505		B73_TMT1_1	0.071437
Zm00001d019507	Zm00001d019507		B73_TMT1_1	0.094612
Zm00001d019515	Zm00001d019515		B73_TMT1_1	0.07921
Zm00001d019518	Zm00001d019518		B73_TMT1_1	0.037372
Zm00001d019522	Zm00001d019522		B73_TMT1_1	0.0
Zm00001d019534	Zm00001d019534		B73_TMT1_1	0.090011
Zm00001d019536	Zm00001d019536		B73_TMT1_1	0.044513
Zm00001d019542	Zm00001d019542		B73_TMT1_1	0.08176
Zm00001d019547	Zm00001d019547		B73_TMT1_1	0.057823
Zm00001d019552	Zm00001d019552		B73_TMT1_1	0.06759
Zm00001d019553	Zm00001d019553		B73_TMT1_1	0.0
Zm00001d019560	Zm00001d019560		B73_TMT1_1	0.13011
Zm00001d019561	Zm00001d019561		B73_TMT1_1	0.067319
Zm00001d019563	Zm00001d019563		B73_TMT1_1	0.079488
Zm00001d019565	Zm00001d019565		B73_TMT1_1	0.045606
Zm00001d019567	Zm00001d019567		B73_TMT1_1	0.08235
Zm00001d019568	Zm00001d019568		B73_TMT1_1	0.065522
Zm00001d019579	Zm00001d019579		B73_TMT1_1	0.066175
Zm00001d019586	Zm00001d019586		B73_TMT1_1	0.072732
Zm00001d019587	Zm00001d019587		B73_TMT1_1	0.05916
Zm00001d019596	Zm00001d019596		B73_TMT1_1	0.0
Zm00001d019597	Zm00001d019597		B73_TMT1_1	0.087488
Zm00001d019600	Zm00001d019600		B73_TMT1_1	0.0
Zm00001d019627	Zm00001d019627		B73_TMT1_1	0.088041
Zm00001d019629	Zm00001d019629		B73_TMT1_1	0.038842
Zm00001d019643	Zm00001d019643		B73_TMT1_1	0.0
Zm00001d019644	Zm00001d019644		B73_TMT1_1	0.064236
Zm00001d019648	Zm00001d019648		B73_TMT1_1	0.049212
Zm00001d019650	Zm00001d019650		B73_TMT1_1	0.076135
Zm00001d019656	Zm00001d019656		B73_TMT1_1	0.1303
Zm00001d019669	Zm00001d019669		B73_TMT1_1	0.0
Zm00001d019670	Zm00001d019670		B73_TMT1_1	0.068595
Zm00001d019681	Zm00001d019681		B73_TMT1_1	0.070217
Zm00001d019688	Zm00001d019688		B73_TMT1_1	0.078533
Zm00001d019697	Zm00001d019697		B73_TMT1_1	0.10147
Zm00001d019698	Zm00001d019698		B73_TMT1_1	0.070551
Zm00001d019699	Zm00001d019699		B73_TMT1_1	0.0
Zm00001d019700	Zm00001d019700		B73_TMT1_1	0.0
Zm00001d019703	Zm00001d019703		B73_TMT1_1	0.047422
Zm00001d019704	Zm00001d019704		B73_TMT1_1	0.28733
Zm00001d019706	Zm00001d019706		B73_TMT1_1	0.0
Zm00001d019725	Zm00001d019725		B73_TMT1_1	0.0
Zm00001d019727	Zm00001d019727		B73_TMT1_1	0.0
Zm00001d019750	Zm00001d019750		B73_TMT1_1	0.094582
Zm00001d019754	Zm00001d019754		B73_TMT1_1	0.073901
Zm00001d019757	Zm00001d019757		B73_TMT1_1	0.071462
Zm00001d019775	Zm00001d019775		B73_TMT1_1	0.06301
Zm00001d039528	Zm00001d039528		B73_TMT1_1	0.071043
Zm00001d019805	Zm00001d019805		B73_TMT1_1	0.029356
Zm00001d019816	Zm00001d019816		B73_TMT1_1	0.0
Zm00001d019824	Zm00001d019824		B73_TMT1_1	0.090151
Zm00001d019836	Zm00001d019836		B73_TMT1_1	0.065826
Zm00001d019850	Zm00001d019850		B73_TMT1_1	0.060925
Zm00001d019852	Zm00001d019852		B73_TMT1_1	0.077727
Zm00001d019855	Zm00001d019855		B73_TMT1_1	0.0
Zm00001d019856	Zm00001d019856		B73_TMT1_1	0.057131
Zm00001d019865	Zm00001d019865		B73_TMT1_1	0.066306
Zm00001d019881	Zm00001d019881		B73_TMT1_1	0.066651
Zm00001d019892	Zm00001d019892		B73_TMT1_1	0.0
Zm00001d019895	Zm00001d019895		B73_TMT1_1	0.092559
Zm00001d019898	Zm00001d019898		B73_TMT1_1	0.027872
Zm00001d019899	Zm00001d019899		B73_TMT1_1	0.033939
Zm00001d019905	Zm00001d019905		B73_TMT1_1	0.0
Zm00001d019907	Zm00001d019907		B73_TMT1_1	0.060839
Zm00001d019920	Zm00001d019920		B73_TMT1_1	0.0
Zm00001d019926	Zm00001d019926		B73_TMT1_1	0.06826
Zm00001d019934	Zm00001d019934		B73_TMT1_1	0.0
Zm00001d019944	Zm00001d019944		B73_TMT1_1	0.0
Zm00001d019946	Zm00001d019946		B73_TMT1_1	0.057944
Zm00001d019947	Zm00001d019947		B73_TMT1_1	0.0
Zm00001d019949	Zm00001d019949		B73_TMT1_1	0.0
Zm00001d019950	Zm00001d019950		B73_TMT1_1	0.060724
Zm00001d019956	Zm00001d019956		B73_TMT1_1	0.045941
Zm00001d019957	Zm00001d019957		B73_TMT1_1	0.0
Zm00001d019968	Zm00001d019968		B73_TMT1_1	0.0
Zm00001d019976	Zm00001d019976		B73_TMT1_1	0.057714
Zm00001d019985	Zm00001d019985		B73_TMT1_1	0.095646
Zm00001d019988	Zm00001d019988		B73_TMT1_1	0.052839
Zm00001d019989	Zm00001d019989		B73_TMT1_1	0.062239
Zm00001d019990	Zm00001d019990		B73_TMT1_1	0.072973
Zm00001d019994	Zm00001d019994		B73_TMT1_1	0.0
Zm00001d020001	Zm00001d020001		B73_TMT1_1	0.0
Zm00001d020003	Zm00001d020003		B73_TMT1_1	0.074811
Zm00001d020004	Zm00001d020004		B73_TMT1_1	0.080316
Zm00001d020006	Zm00001d020006		B73_TMT1_1	0.0
Zm00001d020008	Zm00001d020008		B73_TMT1_1	0.0
Zm00001d020011	Zm00001d020011		B73_TMT1_1	0.072016
Zm00001d020014	Zm00001d020014		B73_TMT1_1	0.066363
Zm00001d020017	Zm00001d020017		B73_TMT1_1	0.057838
Zm00001d020020	Zm00001d020020		B73_TMT1_1	0.067635
Zm00001d020021	Zm00001d020021		B73_TMT1_1	0.0
Zm00001d020030	Zm00001d020030		B73_TMT1_1	0.0
Zm00001d020032	Zm00001d020032		B73_TMT1_1	0.079888
Zm00001d020046	Zm00001d020046		B73_TMT1_1	0.058596
Zm00001d020052	Zm00001d020052		B73_TMT1_1	0.066424
Zm00001d020053	Zm00001d020053		B73_TMT1_1	0.069738
Zm00001d020055	Zm00001d020055		B73_TMT1_1	0.060613
Zm00001d020057	Zm00001d020057		B73_TMT1_1	0.073425
Zm00001d020059	Zm00001d020059		B73_TMT1_1	0.078086
Zm00001d020063	Zm00001d020063		B73_TMT1_1	0.076508
Zm00001d020086	Zm00001d020086		B73_TMT1_1	0.056191
Zm00001d020087	Zm00001d020087		B73_TMT1_1	0.0
Zm00001d020108	Zm00001d020108		B73_TMT1_1	0.048431
Zm00001d020109	Zm00001d020109		B73_TMT1_1	0.061262
Zm00001d020134	Zm00001d020134		B73_TMT1_1	0.0
Zm00001d020139	Zm00001d020139		B73_TMT1_1	0.087283
Zm00001d020147	Zm00001d020147		B73_TMT1_1	0.063221
Zm00001d020157	Zm00001d020157		B73_TMT1_1	0.0
Zm00001d020158	Zm00001d020158		B73_TMT1_1	0.0
Zm00001d020170	Zm00001d020170		B73_TMT1_1	0.047274
Zm00001d020175	Zm00001d020175		B73_TMT1_1	0.084951
Zm00001d020178	Zm00001d020178		B73_TMT1_1	0.065105
Zm00001d020180	Zm00001d020180		B73_TMT1_1	0.071078
Zm00001d020182	Zm00001d020182		B73_TMT1_1	0.065783
Zm00001d020188	Zm00001d020188		B73_TMT1_1	0.088263
Zm00001d020205	Zm00001d020205		B73_TMT1_1	0.0
Zm00001d020219	Zm00001d020219		B73_TMT1_1	0.072129
Zm00001d020224	Zm00001d020224		B73_TMT1_1	0.067877
Zm00001d020228	Zm00001d020228		B73_TMT1_1	0.029495
Zm00001d020234	Zm00001d020234		B73_TMT1_1	0.078442
Zm00001d020236	Zm00001d020236		B73_TMT1_1	0.079081
Zm00001d020237	Zm00001d020237		B73_TMT1_1	0.071478
Zm00001d020238	Zm00001d020238		B73_TMT1_1	0.04849
Zm00001d020242	Zm00001d020242		B73_TMT1_1	0.079511
Zm00001d020249	Zm00001d020249		B73_TMT1_1	0.0
Zm00001d020251	Zm00001d020251		B73_TMT1_1	0.089078
Zm00001d020256	Zm00001d020256		B73_TMT1_1	0.0
Zm00001d020260	Zm00001d020260		B73_TMT1_1	0.0
Zm00001d020279	Zm00001d020279		B73_TMT1_1	0.0
Zm00001d020282	Zm00001d020282		B73_TMT1_1	0.0
Zm00001d020283	Zm00001d020283		B73_TMT1_1	0.057369
Zm00001d020292	Zm00001d020292		B73_TMT1_1	0.0
Zm00001d020297	Zm00001d020297		B73_TMT1_1	0.072053
Zm00001d020306	Zm00001d020306		B73_TMT1_1	0.0
Zm00001d020309	Zm00001d020309		B73_TMT1_1	0.10099
Zm00001d020311	Zm00001d020311		B73_TMT1_1	0.0
Zm00001d020325	Zm00001d020325		B73_TMT1_1	0.065582
Zm00001d020337	Zm00001d020337		B73_TMT1_1	0.10907
Zm00001d020339	Zm00001d020339		B73_TMT1_1	0.079784
Zm00001d020343	Zm00001d020343		B73_TMT1_1	0.074976
Zm00001d020344	Zm00001d020344		B73_TMT1_1	0.04776
Zm00001d020351	Zm00001d020351		B73_TMT1_1	0.056737
Zm00001d020357	Zm00001d020357		B73_TMT1_1	0.049354
Zm00001d020358	Zm00001d020358		B73_TMT1_1	0.0
Zm00001d020359	Zm00001d020359		B73_TMT1_1	0.072323
Zm00001d020361	Zm00001d020361		B73_TMT1_1	0.056174
Zm00001d020363	Zm00001d020363		B73_TMT1_1	0.059072
Zm00001d020365	Zm00001d020365		B73_TMT1_1	0.044679
Zm00001d020380	Zm00001d020380		B73_TMT1_1	0.0
Zm00001d020381	Zm00001d020381		B73_TMT1_1	0.060665
Zm00001d020390	Zm00001d020390		B73_TMT1_1	0.013501
Zm00001d020395	Zm00001d020395		B73_TMT1_1	0.12507
Zm00001d020396	Zm00001d020396		B73_TMT1_1	0.066454
Zm00001d020399	Zm00001d020399		B73_TMT1_1	0.0
Zm00001d020400	Zm00001d020400		B73_TMT1_1	0.26508
Zm00001d020401	Zm00001d020401		B73_TMT1_1	0.34482
Zm00001d020402	Zm00001d020402		B73_TMT1_1	0.06663
Zm00001d020411	Zm00001d020411		B73_TMT1_1	0.070519
Zm00001d020412	Zm00001d020412		B73_TMT1_1	0.067712
Zm00001d020418	Zm00001d020418		B73_TMT1_1	0.035891
Zm00001d020419	Zm00001d020419		B73_TMT1_1	0.063552
Zm00001d020426	Zm00001d020426		B73_TMT1_1	0.06755
Zm00001d020437	Zm00001d020437		B73_TMT1_1	0.04397
Zm00001d020438	Zm00001d020438		B73_TMT1_1	0.056696
Zm00001d020441	Zm00001d020441		B73_TMT1_1	0.0
Zm00001d020444	Zm00001d020444		B73_TMT1_1	0.086939
Zm00001d024571	Zm00001d024571		B73_TMT1_1	0.065976
Zm00001d020454	Zm00001d020454		B73_TMT1_1	0.058117
Zm00001d020460	Zm00001d020460		B73_TMT1_1	0.0
Zm00001d020461	Zm00001d020461		B73_TMT1_1	0.055845
Zm00001d020463	Zm00001d020463		B73_TMT1_1	0.054662
Zm00001d020476	Zm00001d020476		B73_TMT1_1	0.0
Zm00001d020485	Zm00001d020485		B73_TMT1_1	0.083647
Zm00001d020486	Zm00001d020486		B73_TMT1_1	0.086148
Zm00001d020493	Zm00001d020493		B73_TMT1_1	0.06148
Zm00001d020506	Zm00001d020506		B73_TMT1_1	0.065372
Zm00001d020511	Zm00001d020511		B73_TMT1_1	0.072981
